Program Name;Mutant Name;Result;Status;Operator;Program Graph Node;Primitive Arc?;Source Primitive Arc?;Target Primitive Arc?;Equivalent?;Distance Begin;Distance Begin (min);Distance Begin (max);Distance Begin (avg);Distance End;Distance End (min);Distance End (max);Distance End (avg);Source Node;Target Node;Sources Nodes are primitive?;Targets Nodes are primitive?;Complexity;Type Statement;PS;OS;pageRank;hub;authority
Defroster;ROR_12;Equivalent;Equivalent;ROR;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.045112781954887216;0.148;0.414;0.0
Defroster;ROR_4;Equivalent;Equivalent;ROR;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.045112781954887216;0.104;0.0;0.0
Defroster;SDL_5;Equivalent;Equivalent;SDL;4;0;1;0;1;1;[2];2;2;2.0;[1];1;1;1.0;[3];[5];[1];[1];1;Assignment;0.0;0.06796116504854369;0.167;0.293;0.293
Defroster;AOIS_2;Equivalent;Equivalent;AOIS;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.09433962264150944;0.104;0.0;0.0
Defroster;ROR_8;Equivalent;Equivalent;ROR;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.045112781954887216;0.148;0.414;0.0
Defroster;ROR_9;Equivalent;Equivalent;ROR;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.045112781954887216;0.148;0.414;0.0
Defroster;AOIS_3;Equivalent;Equivalent;AOIS;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.09433962264150944;0.104;0.0;0.0
Defroster;SDL_4;Equivalent;Equivalent;SDL;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;Block;0.0;0.06796116504854369;0.148;0.414;0.0
Defroster;ROR_5;Equivalent;Equivalent;ROR;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.045112781954887216;0.104;0.0;0.0
Defroster;ROR_13;Equivalent;Equivalent;ROR;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.045112781954887216;0.148;0.414;0.0
Defroster;LOI_1;Equivalent;Equivalent;LOI;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.3181818181818182;0.104;0.0;0.0
Defroster;ROR_6;Equivalent;Equivalent;ROR;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.045112781954887216;0.104;0.0;0.0
Defroster;ROR_10;Equivalent;Equivalent;ROR;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.045112781954887216;0.148;0.414;0.0
Defroster;LOI_2;Equivalent;Equivalent;LOI;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.3181818181818182;0.148;0.414;0.0
Defroster;SDL_6;Equivalent;Equivalent;SDL;5;0;1;0;1;1;[2, 2, 3];2;3;2.3333333333333335;[0];0;0;0.0;[2, 3, 4];[];[1, 1, 1];[];2;If;0.10915934755332497;0.06796116504854369;0.434;0.0;0.707
Defroster;AOIS_1;Equivalent;Equivalent;AOIS;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.09433962264150944;0.104;0.0;0.0
Defroster;COI_1;Equivalent;Equivalent;COI;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.06666666666666667;0.104;0.0;0.0
Defroster;ROR_11;Equivalent;Equivalent;ROR;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.045112781954887216;0.148;0.414;0.0
Defroster;ROR_7;Equivalent;Equivalent;ROR;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.045112781954887216;0.104;0.0;0.0
Defroster;AOIS_6;Equivalent;Equivalent;AOIS;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.09433962264150944;0.148;0.414;0.0
Defroster;SDL_1;Equivalent;Equivalent;SDL;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;Block;0.0;0.06796116504854369;0.104;0.0;0.0
Defroster;ROR_1;Equivalent;Equivalent;ROR;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.045112781954887216;0.104;0.0;0.0
Defroster;AOIU_1;Equivalent;Equivalent;AOIU;1;0;1;1;0;1;[0];0;0;0.0;[2, 3, 2];2;3;2.3333333333333335;[];[2, 3];[];[1, 1];15;If;0.0;0.26666666666666666;0.104;0.0;0.0
Defroster;AOIS_7;Equivalent;Equivalent;AOIS;3;0;1;1;0;1;[1];1;1;1.0;[2, 1];1;2;1.5;[1];[4, 5];[1];[1, 1];15;If;0.0;0.09433962264150944;0.148;0.414;0.0
